line,day,incident,min_delay
501,Sunday,Operations,8
504,Sunday,Operations,6
504,Sunday,Mechanical,7
510,Sunday,Cleaning - Unsanitary,7
505,Sunday,Operations,8
501,Sunday,Collision - TTC Involved,8
506,Sunday,General Delay,15
501,Sunday,General Delay,18
511,Sunday,Operations,9
506,Sunday,Operations,9
511,Sunday,Operations,9
510,Sunday,Operations,7
501,Sunday,General Delay,10
501,Sunday,Utilized Off Route,10
506,Sunday,Emergency Services,10
501,Sunday,General Delay,10
504,Sunday,Utilized Off Route,8
501,Sunday,Emergency Services,10
512,Sunday,General Delay,9
304,Monday,Operations,25
501,Monday,Collision - TTC Involved,25
504,Monday,Cleaning - Unsanitary,7
509,Monday,Emergency Services,0
501,Monday,Operations,16
501,Monday,Operations,8
511,Monday,Operations,7
506,Monday,Operations,0
506,Monday,General Delay,3
504,Monday,Cleaning - Unsanitary,4
505,Monday,Emergency Services,8
505,Monday,Mechanical,8
505,Monday,Security,6
503,Monday,Collision - TTC Involved,37
504,Monday,Diversion,36
505,Monday,Mechanical,8
512,Monday,Security,5
501,Monday,Collision - TTC Involved,10
506,Monday,Operations,8
504,Monday,Operations,5
506,Monday,Security,8
505,Monday,Operations,8
504,Monday,Mechanical,7
506,Monday,Emergency Services,8
512,Monday,Operations,6
501,Monday,Operations,4
509,Monday,Mechanical,7
504,Monday,Operations,4
504,Monday,Operations,15
504,Monday,Operations,5
509,Monday,General Delay,7
501,Monday,Operations,5
512,Monday,Operations,6
501,Monday,Operations,8
506,Monday,Operations,8
505,Monday,Operations,8
511,Monday,Operations,7
504,Monday,Held By,28
504,Monday,Operations,5
501,Monday,Operations,18
503,Monday,Held By,29
512,Monday,Operations,6
511,Monday,Operations,7
505,Monday,Operations,8
509,Monday,Operations,7
505,Monday,General Delay,11
512,Monday,Security,10
505,Monday,Operations,10
505,Monday,Security,4
501,Monday,Security,10
509,Monday,Emergency Services,9
505,Monday,Security,10
505,Tuesday,Mechanical,8
509,Tuesday,Mechanical,17
504,Tuesday,Mechanical,5
501,Tuesday,Emergency Services,0
504,Tuesday,General Delay,15
506,Tuesday,Mechanical,8
501,Tuesday,Cleaning - Unsanitary,10
506,Tuesday,Collision - TTC Involved,8
505,Tuesday,Operations,7
505,Tuesday,General Delay,8
503,Tuesday,Collision - TTC Involved,98
501,Tuesday,Operations,5
501,Tuesday,Utilized Off Route,8
503,Tuesday,Operations,13
510,Tuesday,Operations,7
501,Tuesday,Operations,8
501,Tuesday,Operations,8
512,Tuesday,Operations,6
504,Tuesday,Mechanical,36
505,Tuesday,Operations,9
506,Tuesday,Held By,18
506,Tuesday,Security,14
505,Tuesday,General Delay,8
501,Tuesday,Operations,18
505,Tuesday,Held By,23
506,Tuesday,Held By,12
505,Tuesday,Mechanical,12
504,Tuesday,General Delay,10
510,Tuesday,Security,5
504,Tuesday,Held By,15
501,Tuesday,Held By,10
506,Tuesday,General Delay,10
504,Tuesday,General Delay,15
504,Wednesday,Cleaning - Unsanitary,6
510,Wednesday,Operations,9
501,Wednesday,Utilized Off Route,16
504,Wednesday,Mechanical,5
501,Wednesday,Operations,8
503,Wednesday,Operations,10
504,Wednesday,Mechanical,5
505,Wednesday,General Delay,8
501,Wednesday,Mechanical,8
505,Wednesday,Held By,8
501,Wednesday,Operations,8
501,Wednesday,Operations,8
506,Wednesday,General Delay,15
505,Wednesday,General Delay,0
501,Wednesday,Operations,17
NA,Wednesday,Mechanical,0
505,Wednesday,General Delay,0
505,Wednesday,Operations,11
503,Wednesday,Operations,28
512,Wednesday,Cleaning - Unsanitary,6
504,Wednesday,Operations,5
504,Wednesday,Operations,5
505,Wednesday,Security,21
509,Wednesday,General Delay,8
512,Wednesday,Mechanical,5
506,Wednesday,Operations,9
504,Wednesday,Mechanical,6
504,Wednesday,Mechanical,5
510,Wednesday,Operations,7
504,Wednesday,General Delay,12
501,Wednesday,General Delay,9
504,Wednesday,Held By,18
510,Wednesday,Operations,5
509,Wednesday,General Delay,9
510,Wednesday,Cleaning - Unsanitary,5
504,Wednesday,Operations,8
504,Wednesday,Operations,6
301,Thursday,Security,15
301,Thursday,Security,15
501,Thursday,Utilized Off Route,16
510,Thursday,Security,17
510,Thursday,Operations,49
505,Thursday,Held By,5
501,Thursday,Overhead,121
503,Thursday,Operations,80
508,Thursday,Collision - TTC Involved,5
505,Thursday,Cleaning - Unsanitary,8
504,Thursday,Collision - TTC Involved,60
501,Thursday,Mechanical,8
505,Thursday,Emergency Services,42
505,Thursday,Mechanical,8
504,Thursday,Mechanical,5
505,Thursday,General Delay,0
512,Thursday,Emergency Services,26
503,Thursday,General Delay,0
506,Thursday,Operations,0
506,Thursday,Cleaning - Unsanitary,9
505,Thursday,Operations,9
505,Thursday,Operations,9
511,Thursday,Operations,8
505,Thursday,Operations,6
506,Thursday,Operations,8
505,Thursday,Operations,11
511,Thursday,Operations,7
512,Thursday,Operations,6
510,Thursday,Operations,7
510,Thursday,Operations,7
501,Thursday,Mechanical,8
504,Thursday,General Delay,0
504,Thursday,General Delay,0
501,Thursday,Operations,8
509,Thursday,Cleaning - Unsanitary,9
504,Thursday,Operations,6
505,Thursday,Security,6
510,Thursday,Operations,5
510,Thursday,General Delay,12
505,Thursday,Emergency Services,15
501,Thursday,Utilized Off Route,6
504,Thursday,Operations,8
504,Thursday,Operations,13
501,Thursday,Utilized Off Route,10
501,Thursday,Utilized Off Route,9
504,Thursday,Utilized Off Route,6
504,Friday,Operations,10
304,Friday,General Delay,12
501,Friday,Operations,8
512,Friday,General Delay,11
304,Friday,General Delay,30
512,Friday,Mechanical,14
504,Friday,Operations,6
504,Friday,Operations,6
501,Friday,Operations,3
510,Friday,Operations,9
506,Friday,Operations,9
501,Friday,Utilized Off Route,16
501,Friday,Operations,10
506,Friday,Operations,9
501,Friday,Operations,8
505,Friday,Cleaning - Unsanitary,8
512,Friday,Operations,48
506,Friday,Operations,9
509,Friday,Security,46
510,Friday,Security,46
504,Friday,Utilized Off Route,6
501,Friday,Utilized Off Route,4
505,Friday,Operations,8
512,Friday,Operations,20
506,Friday,Emergency Services,8
504,Friday,Operations,5
501,Friday,Operations,8
506,Friday,Held By,0
506,Friday,Operations,8
503,Friday,General Delay,0
505,Friday,Operations,9
505,Friday,Operations,8
510,Friday,Operations,7
501,Friday,Operations,8
510,Friday,General Delay,7
505,Friday,Operations,11
504,Friday,Operations,5
501,Friday,Operations,8
504,Friday,Operations,5
509,Friday,Operations,7
501,Friday,Operations,8
509,Friday,Operations,8
504,Friday,Operations,5
504,Friday,Investigation,15
504,Friday,General Delay,20
504,Friday,Operations,6
501,Friday,Cleaning - Unsanitary,10
504,Friday,Held By,16
501,Friday,General Delay,0
510,Friday,General Delay,6
512,Friday,Mechanical,10
504,Friday,General Delay,10
501,Friday,Utilized Off Route,10
501,Friday,Utilized Off Route,10
504,Friday,Utilized Off Route,8
512,Friday,Cleaning - Unsanitary,10
504,Friday,Operations,6
301,Saturday,Security,10
504,Saturday,General Delay,15
306,Saturday,Cleaning - Unsanitary,30
501,Saturday,Operations,20
306,Saturday,Security,20
501,Saturday,General Delay,10
501,Saturday,General Delay,15
510,Saturday,Operations,4
501,Saturday,Security,10
506,Saturday,General Delay,64
501,Saturday,Operations,10
511,Saturday,General Delay,28
504,Saturday,Security,7
501,Saturday,Diversion,20
505,Saturday,Cleaning - Unsanitary,9
501,Saturday,Operations,10
510,Saturday,General Delay,25
505,Saturday,General Delay,20
505,Saturday,General Delay,20
501,Saturday,Operations,10
501,Saturday,Operations,10
501,Saturday,Operations,5
501,Saturday,Operations,5
501,Saturday,Operations,5
501,Saturday,Operations,7
509,Saturday,Operations,6
510,Saturday,Mechanical,5
501,Saturday,Emergency Services,5
501,Saturday,Operations,7
510,Saturday,Mechanical,5
505,Saturday,Operations,8
501,Saturday,Held By,7
512,Saturday,Operations,5
501,Saturday,Security,7
505,Saturday,Diversion,15
510,Saturday,Utilized Off Route,4
510,Saturday,Operations,5
506,Saturday,Mechanical,0
505,Saturday,Held By,52
512,Saturday,Operations,5
506,Saturday,Operations,10
501,Saturday,Operations,13
510,Saturday,Diversion,5
506,Saturday,Operations,10
501,Saturday,General Delay,8
510,Saturday,General Delay,20
504,Saturday,General Delay,15
510,Saturday,General Delay,20
306,Saturday,Operations,10
304,Sunday,General Delay,16
504,Sunday,Operations,6
304,Sunday,General Delay,16
NA,Sunday,Investigation,30
301,Sunday,Cleaning - Unsanitary,30
504,Sunday,Operations,15
501,Sunday,Operations,10
310,Sunday,Emergency Services,15
501,Sunday,Operations,20
501,Sunday,Operations,10
501,Sunday,Operations,10
510,Sunday,Operations,9
501,Sunday,Operations,10
501,Sunday,Mechanical,9
504,Sunday,Operations,8
511,Sunday,Operations,10
504,Sunday,Operations,8
505,Sunday,Mechanical,10
506,Sunday,Operations,10
505,Sunday,Operations,10
501,Sunday,Operations,10
511,Sunday,Operations,8
501,Sunday,Operations,8
506,Sunday,Operations,10
505,Sunday,Operations,10
505,Sunday,General Delay,0
501,Sunday,Operations,23
509,Sunday,Operations,6
501,Sunday,General Delay,18
504,Sunday,Mechanical,5
501,Sunday,Security,17
505,Sunday,Mechanical,8
501,Sunday,Investigation,10
504,Sunday,General Delay,0
501,Sunday,Diversion,33
501,Sunday,Operations,10
501,Sunday,Mechanical,13
504,Sunday,General Delay,16
504,Sunday,Operations,10
506,Sunday,Operations,10
511,Sunday,Operations,10
510,Sunday,Operations,4
504,Sunday,Operations,5
504,Sunday,Mechanical,10
506,Sunday,Operations,0
504,Monday,Utilized Off Route,10
501,Monday,Security,20
506,Monday,Operations,9
505,Monday,Operations,9
506,Monday,Operations,9
510,Monday,Operations,5
501,Monday,Mechanical,15
504,Monday,Mechanical,4
505,Monday,Operations,12
503,Monday,Cleaning - Unsanitary,10
510,Monday,Mechanical,4
504,Monday,Operations,5
504,Monday,Operations,5
504,Monday,Held By,16
501,Monday,Operations,8
506,Monday,General Delay,23
505,Monday,Overhead,14
510,Monday,General Delay,26
501,Monday,Investigation,0
501,Monday,Mechanical,8
504,Monday,Mechanical,5
504,Monday,General Delay,10
501,Monday,General Delay,10
505,Monday,Diversion,32
501,Monday,Mechanical,9
504,Monday,Mechanical,5
501,Monday,General Delay,10
504,Monday,General Delay,10
501,Monday,Operations,10
NA,Monday,Held By,22
501,Monday,Security,11
501,Monday,Operations,10
504,Monday,Operations,14
504,Monday,Operations,7
505,Monday,Security,10
510,Monday,Emergency Services,7
504,Monday,Operations,8
501,Monday,Collision - TTC Involved,25
501,Monday,Held By,0
504,Monday,Held By,10
505,Monday,Emergency Services,10
504,Tuesday,Operations,4
504,Tuesday,Mechanical,4
506,Tuesday,Operations,9
512,Tuesday,Mechanical,6
506,Tuesday,Operations,9
504,Tuesday,Operations,4
506,Tuesday,Emergency Services,25
506,Tuesday,Utilized Off Route,5
501,Tuesday,Operations,8
501,Tuesday,Cleaning - Unsanitary,8
505,Tuesday,Diversion,37
501,Tuesday,Operations,7
501,Tuesday,Operations,8
503,Tuesday,Emergency Services,45
503,Tuesday,Utilized Off Route,5
505,Tuesday,Operations,9
509,Tuesday,Mechanical,8
501,Tuesday,Cleaning - Unsanitary,8
512,Tuesday,Operations,7
501,Tuesday,Operations,10
504,Tuesday,General Delay,10
501,Tuesday,Operations,8
512,Tuesday,Held By,8
505,Tuesday,Operations,9
501,Tuesday,Held By,11
505,Tuesday,General Delay,8
501,Tuesday,Operations,9
510,Tuesday,General Delay,12
505,Tuesday,Diversion,67
504,Tuesday,Investigation,5
509,Tuesday,Held By,11
511,Tuesday,Emergency Services,8
506,Tuesday,General Delay,24
512,Tuesday,General Delay,14
501,Tuesday,General Delay,12
504,Tuesday,Operations,5
511,Tuesday,Mechanical,8
501,Tuesday,Operations,8
501,Tuesday,Operations,16
505,Tuesday,Operations,8
501,Tuesday,Diversion,105
505,Tuesday,Emergency Services,0
501,Tuesday,Mechanical,5
504,Tuesday,General Delay,10
504,Tuesday,General Delay,9
505,Tuesday,General Delay,10
512,Tuesday,Operations,10
504,Tuesday,Held By,10
501,Tuesday,Utilized Off Route,10
501,Tuesday,Utilized Off Route,10
501,Tuesday,Emergency Services,0
504,Tuesday,Operations,25
505,Tuesday,Held By,20
512,Wednesday,Security,22
512,Wednesday,Operations,10
504,Wednesday,Mechanical,4
501,Wednesday,Mechanical,5
505,Wednesday,Cleaning - Unsanitary,9
506,Wednesday,Cleaning - Unsanitary,8
504,Wednesday,General Delay,16
504,Wednesday,Operations,4
501,Wednesday,Investigation,10
509,Wednesday,Held By,11
504,Wednesday,General Delay,10
501,Wednesday,General Delay,10
501,Wednesday,Emergency Services,34
504,Wednesday,Mechanical,5
501,Wednesday,Utilized Off Route,9
510,Wednesday,Emergency Services,20
505,Wednesday,Mechanical,8
505,Wednesday,General Delay,8
506,Wednesday,Mechanical,9
510,Wednesday,Held By,10
505,Wednesday,Mechanical,8
505,Wednesday,General Delay,8
NA,Wednesday,Mechanical,8
509,Wednesday,Emergency Services,6
506,Wednesday,General Delay,26
501,Wednesday,Mechanical,9
505,Wednesday,General Delay,8
506,Wednesday,Operations,9
505,Wednesday,Operations,8
504,Wednesday,Emergency Services,5
505,Wednesday,General Delay,15
512,Wednesday,Mechanical,8
511,Wednesday,Rail/Switches,221
506,Wednesday,Held By,120
501,Wednesday,Mechanical,10
504,Wednesday,Held By,132
504,Wednesday,Held By,122
501,Wednesday,Utilized Off Route,6
512,Wednesday,Operations,9
504,Wednesday,Operations,5
504,Wednesday,General Delay,12
504,Wednesday,Mechanical,7
501,Wednesday,Operations,6
510,Wednesday,General Delay,9
504,Thursday,Investigation,0
304,Thursday,General Delay,20
501,Thursday,Emergency Services,10
504,Thursday,General Delay,4
504,Thursday,Cleaning - Unsanitary,5
501,Thursday,Operations,8
504,Thursday,Cleaning - Unsanitary,8
506,Thursday,Operations,9
501,Thursday,Operations,10
504,Thursday,Cleaning - Unsanitary,4
510,Thursday,Security,0
506,Thursday,Held By,21
501,Thursday,Operations,8
506,Thursday,Overhead,8
506,Thursday,Mechanical,8
501,Thursday,Operations,10
501,Thursday,Mechanical,10
504,Thursday,Operations,4
501,Thursday,General Delay,29
504,Thursday,General Delay,25
510,Thursday,Operations,5
501,Thursday,Cleaning - Unsanitary,8
501,Thursday,Operations,9
505,Thursday,General Delay,20
501,Thursday,Held By,23
504,Thursday,Operations,5
506,Thursday,Emergency Services,8
501,Thursday,General Delay,25
506,Thursday,Diversion,0
501,Thursday,General Delay,17
501,Thursday,Operations,9
504,Thursday,Mechanical,5
509,Thursday,Operations,6
506,Thursday,General Delay,24
512,Thursday,General Delay,9
504,Thursday,Investigation,0
501,Thursday,Mechanical,16
501,Thursday,Investigation,9
505,Thursday,Operations,8
509,Thursday,Operations,7
510,Thursday,Cleaning - Unsanitary,5
504,Thursday,Held By,0
501,Thursday,General Delay,25
501,Thursday,Operations,10
511,Thursday,Diversion,60
501,Thursday,Diversion,62
501,Thursday,Operations,10
510,Thursday,General Delay,7
504,Thursday,Mechanical,5
505,Thursday,Mechanical,10
301,Thursday,Mechanical,10
505,Thursday,Operations,0
510,Friday,Cleaning - Unsanitary,15
301,Friday,Emergency Services,0
504,Friday,Operations,7
510,Friday,Cleaning - Unsanitary,17
510,Friday,Emergency Services,9
501,Friday,Operations,8
505,Friday,Operations,9
501,Friday,Overhead,8
510,Friday,Operations,7
506,Friday,Operations,10
505,Friday,Cleaning - Unsanitary,9
511,Friday,Operations,8
501,Friday,Cleaning - Unsanitary,5
505,Friday,General Delay,29
512,Friday,Operations,9
510,Friday,Operations,5
504,Friday,General Delay,0
501,Friday,General Delay,15
505,Friday,Operations,9
506,Friday,Operations,8
509,Friday,Operations,7
503,Friday,Operations,10
509,Friday,Collision - TTC Involved,40
505,Friday,Operations,8
506,Friday,Mechanical,134
510,Friday,Operations,5
504,Friday,Utilized Off Route,7
510,Friday,Operations,5
511,Friday,Operations,6
501,Friday,Security,10
505,Friday,Operations,20
505,Friday,Operations,20
501,Friday,General Delay,19
504,Friday,General Delay,25
501,Friday,General Delay,9
512,Friday,General Delay,20
505,Friday,Diversion,71
501,Friday,Cleaning - Unsanitary,10
504,Friday,Held By,10
504,Friday,Emergency Services,5
511,Friday,Operations,25
504,Saturday,Security,24
512,Saturday,Operations,8
506,Saturday,Operations,16
504,Saturday,Security,15
512,Saturday,General Delay,10
501,Saturday,Operations,9
501,Saturday,Collision - TTC Involved,4
504,Saturday,Operations,5
504,Saturday,Operations,5
501,Saturday,Operations,4
510,Saturday,Operations,8
501,Saturday,Operations,4
506,Saturday,Operations,8
501,Saturday,Operations,4
510,Saturday,Operations,7
512,Saturday,Operations,7
509,Saturday,Operations,8
504,Saturday,Operations,9
504,Saturday,Operations,9
505,Saturday,Operations,9
501,Saturday,Operations,6
512,Saturday,Mechanical,6
505,Saturday,Operations,9
501,Saturday,General Delay,0
501,Saturday,Operations,7
511,Saturday,Operations,8
501,Saturday,Operations,7
512,Saturday,Held By,0
504,Saturday,Operations,9
504,Saturday,Operations,9
504,Saturday,Operations,9
510,Saturday,Operations,7
512,Saturday,General Delay,0
506,Saturday,General Delay,15
509,Saturday,Operations,10
501,Saturday,General Delay,10
510,Saturday,General Delay,8
501,Saturday,Operations,23
504,Saturday,Operations,9
504,Saturday,Operations,34
501,Saturday,Utilized Off Route,9
512,Saturday,Cleaning - Unsanitary,10
304,Sunday,General Delay,22
306,Sunday,Security,30
512,Sunday,Operations,15
505,Sunday,Emergency Services,32
501,Sunday,Utilized Off Route,10
501,Sunday,Utilized Off Route,9
512,Sunday,Operations,8
512,Sunday,General Delay,10
510,Sunday,Operations,5
505,Sunday,Operations,10
509,Sunday,Mechanical,8
504,Sunday,Operations,6
504,Sunday,Held By,24
512,Sunday,Operations,8
510,Sunday,General Delay,5
510,Sunday,General Delay,10
501,Sunday,Diversion,57
501,Sunday,Operations,5
512,Sunday,Operations,10
505,Sunday,Held By,6
504,Sunday,Held By,9
505,Sunday,Held By,17
501,Sunday,Operations,10
506,Sunday,Held By,547
511,Sunday,Operations,8
510,Sunday,Operations,7
501,Sunday,Security,6
510,Sunday,Operations,7
504,Sunday,General Delay,0
501,Sunday,Diversion,96
506,Sunday,Operations,8
510,Sunday,Operations,7
511,Sunday,Emergency Services,8
511,Sunday,Emergency Services,8
501,Sunday,Cleaning - Unsanitary,8
501,Sunday,Operations,8
501,Sunday,Operations,8
501,Sunday,Security,10
505,Sunday,Operations,10
501,Sunday,General Delay,0
505,Sunday,Operations,10
511,Sunday,Operations,8
506,Sunday,General Delay,0
512,Sunday,Operations,10
511,Sunday,Diversion,39
501,Sunday,General Delay,0
512,Sunday,General Delay,0
506,Sunday,Emergency Services,0
504,Sunday,Held By,10
501,Sunday,Emergency Services,8
504,Sunday,Diversion,7
501,Monday,Security,18
304,Monday,Operations,16
504,Monday,Operations,5
504,Monday,Collision - TTC Involved,5
505,Monday,Diversion,19
501,Monday,Utilized Off Route,10
505,Monday,Held By,19
505,Monday,Operations,9
504,Monday,Emergency Services,5
505,Monday,Held By,18
504,Monday,Held By,8
505,Monday,Held By,9
510,Monday,Operations,5
501,Monday,Operations,10
504,Monday,Collision - TTC Involved,5
501,Monday,Mechanical,10
501,Monday,Operations,8
504,Monday,Collision - TTC Involved,5
501,Monday,Mechanical,10
504,Monday,General Delay,4
505,Monday,Operations,9
510,Monday,Operations,5
505,Monday,Cleaning - Unsanitary,9
501,Monday,Cleaning - Unsanitary,10
505,Monday,Diversion,8
504,Monday,Operations,4
512,Monday,Operations,7
504,Monday,General Delay,0
512,Monday,Operations,6
505,Monday,Operations,9
509,Monday,Operations,4
504,Monday,Operations,4
501,Monday,Operations,5
501,Monday,General Delay,5
512,Monday,Operations,8
506,Monday,Security,9
505,Monday,Operations,9
512,Monday,Operations,13
506,Monday,Mechanical,9
503,Monday,Held By,33
504,Monday,Mechanical,5
501,Monday,Operations,8
505,Monday,Operations,6
509,Monday,Operations,7
503,Monday,Utilized Off Route,10
511,Monday,Operations,9
504,Monday,Operations,8
505,Monday,Cleaning - Unsanitary,8
512,Monday,Mechanical,5
501,Monday,Cleaning - Unsanitary,8
504,Monday,Operations,8
501,Monday,Held By,64
506,Monday,Emergency Services,9
510,Monday,Overhead,11
501,Monday,Utilized Off Route,8
506,Monday,Operations,9
510,Monday,Diversion,36
512,Tuesday,Mechanical,11
512,Tuesday,Mechanical,7
504,Tuesday,Operations,7
504,Tuesday,General Delay,0
510,Tuesday,Operations,6
505,Tuesday,Emergency Services,19
510,Tuesday,Operations,5
501,Tuesday,Utilized Off Route,10
501,Tuesday,Operations,11
510,Tuesday,Operations,5
504,Tuesday,Mechanical,5
505,Tuesday,Operations,9
504,Tuesday,Operations,4
501,Tuesday,Security,10
501,Tuesday,Operations,8
504,Tuesday,Operations,18
510,Tuesday,Operations,5
501,Tuesday,Operations,8
512,Tuesday,General Delay,8
504,Tuesday,Operations,5
504,Tuesday,Operations,5
504,Tuesday,General Delay,10
504,Tuesday,Operations,5
504,Tuesday,Operations,5
505,Tuesday,Operations,10
501,Tuesday,Operations,10
504,Tuesday,Operations,4
510,Tuesday,Cleaning - Unsanitary,5
505,Tuesday,Operations,9
509,Tuesday,Operations,7
501,Tuesday,Operations,8
504,Tuesday,Operations,5
506,Tuesday,General Delay,8
501,Tuesday,General Delay,10
501,Tuesday,Operations,9
501,Tuesday,Investigation,9
511,Tuesday,Operations,9
511,Tuesday,Operations,9
501,Tuesday,Operations,8
512,Tuesday,Operations,7
505,Tuesday,Security,28
501,Tuesday,Utilized Off Route,15
504,Tuesday,Operations,6
510,Tuesday,Operations,5
506,Tuesday,Operations,9
506,Tuesday,Mechanical,9
505,Tuesday,Diversion,204
506,Tuesday,General Delay,20
501,Tuesday,Utilized Off Route,10
504,Tuesday,Mechanical,8
505,Tuesday,Security,10
504,Tuesday,General Delay,8
504,Tuesday,Held By,7
510,Tuesday,Security,9
506,Tuesday,Security,10
510,Tuesday,General Delay,7
504,Tuesday,Operations,10
501,Wednesday,Operations,26
501,Wednesday,Operations,10
506,Wednesday,Cleaning - Unsanitary,9
512,Wednesday,Operations,9
503,Wednesday,General Delay,13
510,Wednesday,Operations,5
510,Wednesday,Operations,6
501,Wednesday,General Delay,11
501,Wednesday,Security,8
505,Wednesday,Operations,9
501,Wednesday,Investigation,10
510,Wednesday,Operations,5
504,Wednesday,General Delay,0
506,Wednesday,General Delay,10
506,Wednesday,Operations,9
506,Wednesday,Operations,9
506,Wednesday,Mechanical,17
503,Wednesday,Operations,10
504,Wednesday,Utilized Off Route,5
506,Wednesday,General Delay,10
504,Wednesday,Operations,4
506,Wednesday,Operations,10
501,Wednesday,Operations,8
504,Wednesday,Operations,5
504,Wednesday,General Delay,10
501,Wednesday,Operations,10
504,Wednesday,Diversion,10
512,Wednesday,Operations,7
503,Wednesday,Operations,10
501,Wednesday,Investigation,10
505,Wednesday,Operations,9
505,Wednesday,Operations,9
505,Wednesday,Operations,9
501,Wednesday,Operations,8
501,Wednesday,Operations,4
501,Wednesday,Emergency Services,10
510,Wednesday,Operations,5
501,Wednesday,Operations,10
501,Wednesday,Cleaning - Unsanitary,8
506,Wednesday,Operations,8
505,Wednesday,Operations,9
504,Wednesday,Operations,5
512,Wednesday,General Delay,7
504,Wednesday,Operations,6
506,Wednesday,Mechanical,8
511,Wednesday,Operations,9
512,Wednesday,General Delay,12
999,Wednesday,Operations,0
512,Wednesday,Operations,7
501,Wednesday,General Delay,10
501,Wednesday,Operations,8
505,Wednesday,Operations,8
510,Wednesday,Operations,5
505,Wednesday,Operations,8
501,Wednesday,Cleaning - Unsanitary,5
510,Wednesday,Operations,6
506,Wednesday,Operations,9
506,Wednesday,Operations,9
512,Wednesday,Operations,7
504,Wednesday,Investigation,6
504,Wednesday,Operations,6
505,Wednesday,General Delay,15
504,Wednesday,General Delay,15
504,Wednesday,Operations,5
501,Wednesday,Mechanical,5
301,Thursday,Emergency Services,0
501,Thursday,Operations,10
512,Thursday,Mechanical,6
506,Thursday,Operations,20
506,Thursday,Collision - TTC Involved,0
501,Thursday,Operations,14
501,Thursday,Security,10
505,Thursday,Security,9
506,Thursday,General Delay,9
501,Thursday,Emergency Services,8
511,Thursday,Cleaning - Unsanitary,8
501,Thursday,Operations,10
504,Thursday,Investigation,5
509,Thursday,Operations,8
506,Thursday,General Delay,9
512,Thursday,Operations,7
510,Thursday,Operations,8
504,Thursday,General Delay,8
503,Thursday,Cleaning - Unsanitary,10
504,Thursday,Operations,5
504,Thursday,Operations,5
506,Thursday,Operations,8
510,Thursday,General Delay,10
510,Thursday,Operations,5
501,Thursday,Mechanical,9
501,Thursday,Investigation,13
512,Thursday,General Delay,9
501,Thursday,Operations,18
508,Thursday,Security,8
501,Thursday,Held By,23
501,Thursday,Cleaning - Unsanitary,9
501,Thursday,Operations,9
504,Thursday,Operations,5
501,Thursday,Operations,9
501,Thursday,Cleaning - Unsanitary,8
501,Thursday,Mechanical,9
501,Thursday,Operations,9
512,Thursday,Emergency Services,0
505,Thursday,General Delay,15
504,Thursday,General Delay,12
504,Thursday,General Delay,20
509,Thursday,Cleaning - Unsanitary,9
501,Thursday,Mechanical,8
504,Thursday,Operations,8
501,Thursday,Operations,8
504,Thursday,Cleaning - Unsanitary,10
501,Thursday,General Delay,10
501,Thursday,Security,31
501,Thursday,Collision - TTC Involved,8
504,Thursday,Operations,10
301,Friday,Emergency Services,17
304,Friday,General Delay,0
501,Friday,Cleaning - Unsanitary,8
512,Friday,Security,20
510,Friday,Security,8
506,Friday,Cleaning - Unsanitary,11
506,Friday,Cleaning - Disinfection,11
505,Friday,General Delay,10
510,Friday,Security,5
501,Friday,General Delay,20
509,Friday,General Delay,10
511,Friday,Operations,9
506,Friday,General Delay,20
510,Friday,General Delay,15
512,Friday,General Delay,5
505,Friday,Operations,10
501,Friday,Utilized Off Route,10
504,Friday,Utilized Off Route,15
501,Friday,Operations,9
501,Friday,Utilized Off Route,10
306,Friday,Operations,11
511,Friday,Collision - TTC Involved,12
512,Friday,Cleaning - Unsanitary,10
306,Saturday,Cleaning - Unsanitary,30
501,Saturday,Security,23
505,Saturday,Operations,10
510,Saturday,Operations,10
505,Saturday,Operations,10
504,Saturday,Operations,10
512,Saturday,Operations,8
501,Saturday,Operations,10
504,Saturday,Operations,14
501,Saturday,Operations,10
501,Saturday,Operations,8
504,Saturday,Operations,5
504,Saturday,Operations,10
504,Saturday,Operations,10
510,Saturday,Cleaning - Unsanitary,8
501,Saturday,Operations,9
511,Saturday,Operations,9
512,Saturday,Operations,6
512,Saturday,Operations,6
506,Saturday,Operations,9
511,Saturday,Held By,8
506,Saturday,Operations,8
501,Saturday,Operations,7
501,Saturday,Operations,11
501,Saturday,Operations,11
510,Saturday,Operations,7
505,Saturday,Security,9
501,Saturday,Collision - TTC Involved,9
501,Saturday,Security,9
501,Saturday,Mechanical,9
501,Saturday,General Delay,0
509,Saturday,Security,11
512,Saturday,General Delay,0
504,Saturday,Operations,30
509,Saturday,Diversion,38
511,Saturday,Diversion,35
509,Saturday,Emergency Services,0
501,Saturday,Security,10
501,Saturday,Held By,16
504,Sunday,Emergency Services,30
504,Sunday,Operations,10
510,Sunday,Emergency Services,0
509,Sunday,Operations,15
512,Sunday,Operations,10
511,Sunday,Operations,10
504,Sunday,Operations,8
509,Sunday,Operations,8
501,Sunday,Emergency Services,8
501,Sunday,Operations,8
501,Sunday,Operations,7
505,Sunday,Operations,10
501,Sunday,Cleaning - Unsanitary,8
504,Sunday,General Delay,9
501,Sunday,Operations,10
501,Sunday,Mechanical,10
511,Sunday,Operations,8
501,Sunday,Utilized Off Route,5
509,Sunday,Late Entering Service,6
504,Sunday,Emergency Services,5
504,Sunday,General Delay,10
501,Sunday,General Delay,10
504,Sunday,Operations,5
