line,day,incident,min_delay
511,Wednesday,Collision - TTC Involved,9
501,Wednesday,Security,0
501,Wednesday,Operations,9
512,Wednesday,Held By,14
501,Wednesday,Security,8
501,Wednesday,Security,10
301,Thursday,Security,10
301,Thursday,Security,24
505,Thursday,Operations,38
501,Thursday,Operations,0
504,Thursday,Operations,4
501,Thursday,Operations,8
501,Thursday,Operations,10
504,Thursday,Operations,5
506,Thursday,Operations,8
512,Thursday,Mechanical,6
RAD,Thursday,Operations,0
504,Thursday,Operations,5
506,Thursday,Operations,5
501,Thursday,Mechanical,8
504,Thursday,Operations,5
501,Thursday,Operations,9
501,Thursday,Operations,10
501,Thursday,Mechanical,10
501,Thursday,Operations,9
511,Thursday,Collision - TTC Involved,7
501,Thursday,Security,9
501,Thursday,Operations,10
505,Thursday,Operations,8
504,Thursday,Operations,8
504,Thursday,Operations,5
501,Thursday,Operations,9
504,Thursday,Operations,5
506,Thursday,Operations,7
501,Thursday,Mechanical,9
504,Thursday,Mechanical,9
501,Thursday,Operations,9
501,Thursday,Collision - TTC Involved,17
501,Thursday,Collision - TTC Involved,9
504,Thursday,Operations,5
501,Thursday,Operations,9
504,Thursday,Operations,5
512,Thursday,General Delay,92
501,Thursday,Operations,9
501,Thursday,Utilized Off Route,9
505,Thursday,Security,30
501,Thursday,Collision - TTC Involved,9
501,Thursday,Cleaning - Unsanitary,7
504,Thursday,Emergency Services,19
504,Thursday,Utilized Off Route,15
512,Thursday,Mechanical,10
504,Thursday,Utilized Off Route,8
505,Thursday,Diversion,9
504,Thursday,Held By,11
504,Thursday,Operations,6
505,Thursday,Cleaning - Unsanitary,9
505,Thursday,Security,23
506,Friday,Held By,26
505,Friday,Security,0
511,Friday,Emergency Services,8
504,Friday,Operations,3
705,Friday,Operations,0
504,Friday,Mechanical,6
506,Friday,Operations,8
504,Friday,Mechanical,6
501,Friday,Operations,5
505,Friday,Security,6
501,Friday,Cleaning - Unsanitary,8
501,Friday,Cleaning - Unsanitary,8
509,Friday,Operations,3
510,Friday,Operations,4
501,Friday,Operations,10
504,Friday,Operations,5
510,Friday,Operations,8
501,Friday,Mechanical,9
512,Friday,Operations,6
512,Friday,Operations,12
501,Friday,Collision - TTC Involved,9
501,Friday,Operations,9
510,Friday,Operations,8
505,Friday,Security,8
505,Friday,Mechanical,0
501,Friday,Operations,9
501,Friday,Operations,9
506,Friday,Operations,8
501,Friday,Operations,9
503,Friday,Operations,8
510,Friday,Operations,5
505,Friday,Cleaning - Unsanitary,8
505,Friday,Operations,8
504,Friday,Operations,4
504,Friday,Emergency Services,12
505,Friday,Operations,4
504,Friday,Operations,5
504,Friday,Operations,8
505,Friday,Diversion,22
506,Friday,Held By,150
501,Friday,Utilized Off Route,9
505,Friday,Diversion,144
501,Friday,Operations,10
501,Friday,Operations,9
501,Friday,Diversion,16
511,Friday,Emergency Services,8
501,Friday,Security,15
511,Friday,Cleaning - Unsanitary,8
504,Friday,General Delay,7
504,Friday,Mechanical,6
501,Friday,Mechanical,7
501,Friday,Mechanical,10
509,Friday,Cleaning - Unsanitary,10
501,Friday,Security,0
505,Saturday,Collision - TTC Involved,0
501,Saturday,Cleaning - Unsanitary,10
506,Saturday,Cleaning - Unsanitary,16
501,Saturday,Security,8
501,Saturday,Emergency Services,8
505,Saturday,Operations,7
501,Saturday,Operations,8
510,Saturday,Operations,8
501,Saturday,Operations,6
504,Saturday,Mechanical,6
504,Saturday,Operations,6
505,Saturday,Operations,7
506,Saturday,Operations,8
501,Saturday,Cleaning - Unsanitary,8
510,Saturday,Operations,7
512,Saturday,Operations,5
506,Saturday,Operations,8
501,Saturday,Operations,8
504,Saturday,Emergency Services,5
501,Saturday,Operations,8
505,Saturday,Operations,7
506,Saturday,Security,0
512,Saturday,Operations,5
512,Saturday,Operations,5
510,Saturday,Operations,7
504,Saturday,Operations,5
505,Saturday,General Delay,12
505,Saturday,General Delay,6
501,Saturday,Held By,18
501,Saturday,Held By,20
505,Saturday,Diversion,10
506,Saturday,Diversion,8
506,Saturday,Held By,25
504,Saturday,General Delay,20
511,Saturday,Operations,9
505,Saturday,Collision - TTC Involved,56
501,Saturday,Cleaning - Unsanitary,8
505,Saturday,Cleaning - Unsanitary,7
501,Saturday,Operations,8
504,Saturday,Operations,5
501,Saturday,Operations,8
506,Saturday,Mechanical,6
512,Saturday,Emergency Services,11
501,Saturday,Operations,8
512,Saturday,Security,0
512,Saturday,Operations,5
501,Saturday,Operations,8
512,Saturday,Operations,8
504,Saturday,Emergency Services,5
504,Saturday,Operations,5
501,Saturday,Security,8
501,Saturday,Security,8
512,Saturday,Operations,10
510,Saturday,Emergency Services,0
506,Saturday,General Delay,9
504,Saturday,Operations,5
501,Saturday,Cleaning - Unsanitary,8
510,Saturday,Held By,0
510,Saturday,Diversion,90
506,Saturday,Emergency Services,9
506,Saturday,Emergency Services,9
505,Saturday,Diversion,13
505,Saturday,General Delay,12
501,Saturday,Emergency Services,10
509,Saturday,Cleaning - Unsanitary,9
505,Saturday,Cleaning - Unsanitary,10
501,Saturday,Mechanical,15
512,Saturday,Operations,10
505,Saturday,Cleaning - Unsanitary,10
505,Saturday,Security,0
501,Sunday,Emergency Services,16
506,Sunday,Cleaning - Unsanitary,25
506,Sunday,General Delay,20
504,Sunday,Utilized Off Route,10
501,Sunday,General Delay,100
512,Sunday,Held By,111
510,Sunday,Operations,10
509,Sunday,Emergency Services,9
504,Sunday,Collision - TTC Involved,8
510,Sunday,Operations,10
510,Sunday,Operations,13
501,Sunday,Diversion,289
510,Sunday,Mechanical,7
512,Sunday,Mechanical,7
501,Sunday,General Delay,16
501,Sunday,Diversion,333
511,Sunday,Collision - TTC Involved,20
505,Sunday,Diversion,12
506,Sunday,Operations,30
505,Sunday,Held By,23
506,Sunday,Mechanical,9
501,Sunday,Mechanical,8
510,Sunday,Operations,7
506,Sunday,General Delay,8
504,Sunday,Operations,5
510,Sunday,Operations,7
54,Sunday,Operations,8
510,Sunday,Overhead,126
509,Sunday,Held By,138
505,Sunday,Operations,15
511,Sunday,Cleaning - Unsanitary,9
512,Sunday,Operations,8
506,Sunday,Diversion,20
504,Sunday,Operations,13
510,Sunday,Overhead,308
510,Sunday,Utilized Off Route,10
504,Sunday,Held By,9
501,Sunday,Mechanical,8
505,Sunday,Security,10
504,Sunday,Emergency Services,6
505,Sunday,Operations,13
504,Monday,Operations,30
504,Monday,Operations,5
504,Monday,Operations,6
501,Monday,Emergency Services,7
504,Monday,Operations,5
511,Monday,Held By,26
501,Monday,Operations,7
501,Monday,Investigation,8
506,Monday,Operations,8
504,Monday,Operations,5
505,Monday,Emergency Services,8
501,Monday,Mechanical,10
505,Monday,Operations,8
512,Monday,Cleaning - Unsanitary,6
504,Monday,Mechanical,6
501,Monday,General Delay,58
504,Monday,Mechanical,5
501,Monday,Overhead,9
501,Monday,Diversion,29
504,Monday,Mechanical,5
503,Monday,Operations,9
501,Monday,Operations,9
501,Monday,Operations,9
501,Monday,Operations,9
505,Monday,Emergency Services,31
501,Monday,Operations,9
501,Monday,Mechanical,9
504,Monday,Operations,5
501,Monday,Mechanical,9
504,Monday,Mechanical,5
505,Monday,Operations,8
501,Monday,Mechanical,9
504,Monday,Operations,5
504,Monday,Operations,6
504,Monday,General Delay,4
511,Monday,Operations,8
504,Monday,Operations,4
504,Monday,Security,3
NA,Monday,Emergency Services,0
501,Monday,Mechanical,9
510,Monday,Operations,5
506,Monday,Operations,8
501,Monday,Emergency Services,9
505,Monday,Security,31
501,Monday,Utilized Off Route,9
501,Monday,Emergency Services,7
501,Monday,Investigation,7
505,Monday,Security,8
301,Monday,Emergency Services,8
505,Monday,Cleaning - Unsanitary,8
501,Tuesday,Mechanical,10
501,Tuesday,Security,13
NA,Tuesday,Emergency Services,0
512,Tuesday,Held By,13
511,Tuesday,Cleaning - Unsanitary,0
511,Tuesday,Held By,7
504,Tuesday,Mechanical,4
501,Tuesday,Operations,9
501,Tuesday,Operations,8
501,Tuesday,Mechanical,8
505,Tuesday,Mechanical,9
504,Tuesday,Emergency Services,5
509,Tuesday,Held By,3
506,Tuesday,Investigation,7
509,Tuesday,Operations,8
504,Tuesday,Held By,14
503,Tuesday,Operations,10
501,Tuesday,Operations,9
510,Tuesday,Operations,5
NA,Tuesday,Collision - TTC Involved,0
504,Tuesday,Operations,4
505,Tuesday,Operations,7
505,Tuesday,Operations,8
509,Tuesday,Operations,8
505,Tuesday,Operations,8
509,Tuesday,Operations,8
501,Tuesday,Operations,9
506,Tuesday,Collision - TTC Involved,8
501,Tuesday,Emergency Services,24
501,Tuesday,Held By,36
503,Tuesday,Diversion,10
509,Tuesday,Operations,8
511,Tuesday,Operations,8
509,Tuesday,Security,9
501,Tuesday,Diversion,9
504,Tuesday,Operations,6
512,Wednesday,Held By,10
501,Wednesday,Emergency Services,24
505,Wednesday,Emergency Services,8
504,Wednesday,Mechanical,10
504,Wednesday,Mechanical,3
503,Wednesday,Mechanical,9
504,Wednesday,Investigation,3
510,Wednesday,Operations,6
506,Wednesday,General Delay,17
504,Wednesday,Operations,5
510,Wednesday,Operations,6
510,Wednesday,Security,5
501,Wednesday,General Delay,10
510,Wednesday,General Delay,16
503,Wednesday,Cleaning - Unsanitary,10
503,Wednesday,Emergency Services,21
501,Wednesday,Operations,9
501,Wednesday,Operations,9
501,Wednesday,Operations,9
504,Wednesday,Investigation,5
505,Wednesday,Operations,8
501,Wednesday,Security,9
501,Wednesday,Operations,9
509,Wednesday,Operations,10
501,Wednesday,Operations,9
509,Wednesday,Security,65
501,Wednesday,Investigation,38
505,Wednesday,Operations,8
504,Wednesday,Cleaning - Unsanitary,9
506,Thursday,Overhead,0
501,Thursday,Emergency Services,30
501,Thursday,Mechanical,8
504,Thursday,Mechanical,5
509,Thursday,Emergency Services,6
504,Thursday,Operations,5
501,Thursday,Operations,8
500,Thursday,Operations,0
501,Thursday,Held By,88
501,Thursday,Held By,60
501,Thursday,Operations,8
505,Thursday,Cleaning - Unsanitary,8
41,Thursday,General Delay,12
512,Thursday,Collision - TTC Involved,6
501,Thursday,Operations,9
501,Thursday,Mechanical,9
501,Thursday,Utilized Off Route,9
501,Thursday,Operations,9
501,Thursday,Operations,9
505,Thursday,Operations,8
505,Thursday,Operations,8
504,Thursday,Operations,0
510,Thursday,Mechanical,5
504,Thursday,Mechanical,5
501,Thursday,Operations,9
505,Thursday,Operations,8
501,Thursday,Mechanical,3
501,Thursday,Mechanical,3
501,Thursday,Mechanical,5
504,Thursday,Operations,8
506,Thursday,Collision - TTC Involved,0
504,Thursday,Emergency Services,6
501,Thursday,Emergency Services,0
506,Friday,Security,0
504,Friday,Security,30
501,Friday,Cleaning - Unsanitary,14
504,Friday,Operations,4
501,Friday,Operations,8
505,Friday,Operations,8
503,Friday,Mechanical,9
509,Friday,Operations,6
510,Friday,Operations,8
504,Friday,Operations,5
509,Friday,Operations,8
501,Friday,Mechanical,9
501,Friday,Mechanical,8
505,Friday,Operations,8
501,Friday,Operations,9
501,Friday,Operations,8
501,Friday,Cleaning - Unsanitary,9
505,Friday,Emergency Services,8
505,Friday,Diversion,29
501,Friday,Utilized Off Route,9
506,Friday,Cleaning - Unsanitary,9
511,Friday,Operations,9
501,Friday,Operations,9
505,Friday,Emergency Services,26
501,Friday,Operations,9
504,Friday,Emergency Services,0
501,Friday,Operations,9
501,Friday,Mechanical,9
505,Friday,Operations,7
505,Friday,Operations,7
503,Friday,Operations,10
501,Friday,Operations,9
511,Friday,Diversion,68
501,Friday,Cleaning - Unsanitary,9
505,Friday,Operations,8
511,Friday,Diversion,9
501,Friday,Operations,9
501,Friday,Security,9
509,Friday,Operations,8
501,Friday,Emergency Services,9
511,Friday,Emergency Services,9
505,Friday,Emergency Services,10
504,Friday,General Delay,9
504,Friday,Operations,6
504,Friday,Held By,24
504,Friday,Operations,6
511,Friday,Cleaning - Unsanitary,8
504,Friday,Utilized Off Route,8
504,Friday,Utilized Off Route,7
501,Friday,Utilized Off Route,7
501,Friday,Cleaning - Unsanitary,10
504,Friday,Cleaning - Unsanitary,8
501,Saturday,Operations,7
501,Saturday,Security,28
511,Saturday,Emergency Services,9
505,Saturday,Operations,9
505,Saturday,Emergency Services,9
506,Saturday,Operations,42
506,Saturday,Operations,9
501,Saturday,Operations,9
504,Saturday,Operations,6
504,Saturday,Cleaning - Unsanitary,6
512,Saturday,Operations,5
NA,Saturday,Late Entering Service,5
509,Saturday,Late Entering Service,7
511,Saturday,Operations,9
505,Saturday,Operations,9
NA,Saturday,General Delay,0
505,Saturday,Late Entering Service,6
501,Saturday,Operations,7
505,Saturday,Operations,8
511,Saturday,Operations,9
512,Saturday,Operations,5
505,Saturday,Held By,15
510,Saturday,Operations,7
510,Saturday,Operations,7
501,Saturday,Diversion,7
501,Saturday,Operations,8
501,Saturday,Emergency Services,8
504,Saturday,Operations,5
504,Saturday,Operations,5
501,Saturday,Operations,9
509,Saturday,Operations,8
506,Saturday,Emergency Services,8
506,Saturday,Operations,6
501,Saturday,Operations,7
504,Saturday,Operations,6
505,Saturday,Operations,8
511,Saturday,Cleaning - Unsanitary,7
511,Saturday,Emergency Services,9
504,Saturday,Mechanical,7
504,Saturday,Operations,6
511,Saturday,Collision - TTC Involved,10
504,Saturday,Operations,6
510,Sunday,Security,13
512,Sunday,Emergency Services,9
512,Sunday,Held By,19
506,Sunday,Operations,10
506,Sunday,Mechanical,3
506,Sunday,Operations,5
510,Sunday,Operations,16
504,Sunday,Security,9
510,Sunday,Investigation,133
510,Sunday,Security,9
510,Sunday,Security,12
501,Sunday,Operations,10
506,Sunday,Operations,4
512,Sunday,Operations,6
512,Sunday,Operations,6
505,Sunday,Operations,7
506,Sunday,Operations,7
501,Sunday,Operations,9
504,Sunday,Cleaning - Unsanitary,5
505,Sunday,Operations,7
504,Sunday,Operations,5
512,Sunday,Operations,7
501,Sunday,Operations,8
501,Sunday,Operations,6
512,Sunday,Operations,7
510,Sunday,Operations,7
504,Sunday,Operations,6
501,Sunday,Collision - TTC Involved,9
505,Sunday,General Delay,20
504,Sunday,Operations,8
501,Sunday,Utilized Off Route,9
510,Sunday,General Delay,10
501,Sunday,Operations,9
501,Sunday,Operations,9
501,Sunday,Held By,27
504,Sunday,Collision - TTC Involved,5
506,Sunday,Mechanical,9
506,Sunday,General Delay,40
501,Sunday,Operations,9
501,Sunday,Operations,9
509,Sunday,Security,20
510,Sunday,Security,15
505,Sunday,Diversion,79
510,Sunday,Operations,7
501,Sunday,Mechanical,6
505,Sunday,Held By,7
504,Sunday,Security,8
505,Sunday,Held By,11
509,Sunday,Security,20
511,Sunday,Operations,9
504,Sunday,Operations,13
505,Sunday,Operations,7
512,Sunday,Held By,71
504,Sunday,Mechanical,10
501,Sunday,Mechanical,11
501,Sunday,Cleaning - Unsanitary,10
501,Sunday,Overhead,36
512,Sunday,Overhead,14
511,Sunday,Emergency Services,9
301,Monday,Cleaning - Unsanitary,30
501,Monday,Operations,0
501,Monday,Operations,12
501,Monday,Operations,11
504,Monday,Operations,4
501,Monday,Operations,10
501,Monday,Operations,7
510,Monday,Operations,13
506,Monday,Operations,8
501,Monday,Diversion,71
504,Monday,Operations,2
509,Monday,Operations,6
501,Monday,Diversion,71
504,Monday,Operations,3
505,Monday,Operations,6
506,Monday,Operations,5
505,Monday,Operations,8
511,Monday,Operations,7
505,Monday,Operations,8
506,Monday,Operations,7
506,Monday,Operations,8
510,Monday,Operations,8
501,Monday,Operations,8
501,Monday,Operations,16
501,Monday,Operations,10
506,Monday,Operations,8
501,Monday,Mechanical,10
510,Monday,Emergency Services,0
504,Monday,Operations,5
512,Monday,Operations,6
501,Monday,Operations,9
501,Monday,Mechanical,10
512,Monday,Operations,6
501,Monday,Operations,8
510,Monday,Emergency Services,17
505,Monday,Security,8
511,Monday,Held By,13
510,Monday,Emergency Services,5
506,Monday,Operations,8
504,Monday,Operations,5
503,Monday,Operations,10
503,Monday,Operations,10
505,Monday,Operations,8
503,Monday,Operations,10
501,Monday,Operations,9
501,Monday,Operations,9
511,Monday,Operations,8
501,Monday,Operations,9
510,Monday,Emergency Services,13
505,Monday,Operations,8
503,Monday,Operations,10
501,Monday,Mechanical,9
512,Monday,Operations,6
510,Monday,Operations,5
511,Monday,Operations,8
509,Monday,Operations,8
512,Monday,Cleaning - Unsanitary,6
505,Monday,Operations,8
505,Monday,Emergency Services,14
501,Monday,Mechanical,9
500,Monday,Operations,0
505,Monday,Operations,8
504,Monday,Held By,31
511,Monday,Operations,8
504,Monday,Held By,8
501,Monday,Operations,9
501,Monday,Cleaning - Unsanitary,1
506,Monday,Operations,8
504,Monday,Security,6
504,Monday,Cleaning - Unsanitary,9
505,Monday,Emergency Services,16
504,Tuesday,Utilized Off Route,7
501,Tuesday,Operations,12
501,Tuesday,Operations,11
512,Tuesday,General Delay,12
512,Tuesday,Diversion,63
504,Tuesday,Operations,2
504,Tuesday,Utilized Off Route,5
501,Tuesday,Utilized Off Route,8
504,Tuesday,Operations,2
501,Tuesday,Mechanical,8
504,Tuesday,Operations,3
511,Tuesday,Operations,7
504,Tuesday,Emergency Services,5
512,Tuesday,Operations,6
511,Tuesday,Held By,16
511,Tuesday,Held By,5
501,Tuesday,Mechanical,10
501,Tuesday,Mechanical,10
511,Tuesday,Operations,7
501,Tuesday,Operations,9
504,Tuesday,Mechanical,5
512,Tuesday,Operations,10
505,Tuesday,Cleaning - Unsanitary,5
501,Tuesday,Operations,9
501,Tuesday,Cleaning - Unsanitary,9
510,Tuesday,Operations,5
501,Tuesday,Cleaning - Unsanitary,9
501,Tuesday,Security,9
501,Tuesday,Mechanical,9
501,Tuesday,Emergency Services,9
510,Tuesday,Operations,5
501,Tuesday,Operations,9
506,Tuesday,Operations,8
504,Tuesday,Collision - TTC Involved,5
510,Tuesday,Operations,5
509,Tuesday,Operations,8
501,Tuesday,Operations,9
505,Tuesday,Operations,8
501,Tuesday,Emergency Services,20
510,Tuesday,Operations,5
506,Tuesday,Security,8
509,Tuesday,Security,7
501,Tuesday,Mechanical,5
510,Tuesday,Held By,7
509,Tuesday,Mechanical,30
501,Tuesday,Mechanical,10
500,Tuesday,General Delay,0
501,Tuesday,Emergency Services,23
504,Tuesday,Emergency Services,7
301,Wednesday,Emergency Services,0
310,Wednesday,Emergency Services,30
310,Wednesday,Diversion,30
504,Wednesday,Operations,6
504,Wednesday,Operations,6
501,Wednesday,Operations,12
504,Wednesday,Operations,8
501,Wednesday,Operations,11
512,Wednesday,General Delay,10
504,Wednesday,Operations,6
504,Wednesday,Operations,2
501,Wednesday,Operations,7
503,Wednesday,Operations,9
504,Wednesday,Operations,3
509,Wednesday,Operations,6
501,Wednesday,Overhead,374
511,Wednesday,Operations,7
510,Wednesday,Operations,8
510,Wednesday,Operations,5
509,Wednesday,Operations,7
503,Wednesday,Operations,9
510,Wednesday,Cleaning - Unsanitary,8
510,Wednesday,Mechanical,8
504,Wednesday,Mechanical,5
503,Wednesday,Operations,9
501,Wednesday,Mechanical,10
504,Wednesday,General Delay,12
501,Wednesday,Operations,8
501,Wednesday,Mechanical,10
501,Wednesday,Operations,10
504,Wednesday,Operations,3
501,Wednesday,Operations,9
501,Wednesday,Operations,10
506,Wednesday,Operations,7
501,Wednesday,Operations,9
504,Wednesday,Operations,6
501,Wednesday,Held By,50
506,Wednesday,Operations,8
504,Wednesday,Operations,4
506,Wednesday,Operations,8
506,Wednesday,Operations,8
501,Wednesday,Security,9
506,Wednesday,Diversion,8
501,Wednesday,Operations,9
500,Wednesday,Operations,0
506,Wednesday,Security,7
511,Wednesday,Emergency Services,10
505,Wednesday,Cleaning - Unsanitary,8
505,Wednesday,Operations,8
501,Wednesday,Operations,9
501,Wednesday,Operations,9
